avis,texte_clean,sentiment,label,application,note
bonne appli mais ya un trop de produit fake,bonne appli mais ya un trop de produit fake,neutral,1,Jumia,3
"Très bonne plateforme, ceci dit vous devriez prévoir de convertir les montants actuellement en DH également en Eur. Cela va susciter de l'intérêt aux Européens qui souhaitent acheter un bien immobilier ou tout autres biens. Les utilisateurs ne doivent pas quitter la plateforme pour calculer, tout doit être directement mentionné. Beaucoup de succès encore à AVITO 🙂","très bonne plateforme, ceci dit vous devriez prévoir de convertir les montants actuellement en dh également en eur. cela va susciter de l'intérêt aux européens qui souhaitent acheter un bien immobilier ou tout autres biens. les utilisateurs ne doivent pas quitter la plateforme pour calculer, tout doit être directement mentionné. beaucoup de succès encore à avito",positive,2,Avito,4
"Investir oui mais pour ceux qui ont pour nom BEN, BERRA,BENHAY,............","investir oui mais pour ceux qui ont pour nom ben, berra,benhay,.",positive,2,BMCE Direct,5
application lente et plante souvent... dommage !,application lente et plante souvent. dommage !,negative,0,Marjane,2
Ça ne fonctionne pas impossible d'ouvrir l'application veuillez coriger le probleme,ça ne fonctionne pas impossible d'ouvrir l'application veuillez coriger le probleme,negative,0,Orange Money MA,1
satisfaite bon courage,satisfaite bon courage,positive,2,BMCE Direct,5
très pratique et facile,très pratique et facile,positive,2,Yassir,4
très facile et sécurisé,très facile et sécurisé,positive,2,BMCE Direct,5
Très déçu du service Attijariwafa Bank. Mon compte est indiqué comme “en cours de clôture” sans aucun avis ou notification de la banque. Aucune transparence ni communication — une expérience vraiment déplorable pour une grande banque comme celle-ci.,très déçu du service attijariwafa bank. mon compte est indiqué comme en cours de clôture sans aucun avis ou notification de la banque. aucune transparence ni communication une expérience vraiment déplorable pour une grande banque comme celle-ci.,negative,0,Attijari Mobile,1
excellent service client,excellent service client,positive,2,Attijari Mobile,5
ces articles sont très bon,ces articles sont très bon,positive,2,Jumia,5
les frais de la livraison très chère,les frais de la livraison très chère,negative,0,Jumia,1
Trés bonne appli bravo aux développeurs manque juste les promos encours à part celles qui figurent sur les catalogues Excellent nouvelle concernant les promos bravo pour l'anticipation des besoins.,trés bonne appli bravo aux développeurs manque juste les promos encours à part celles qui figurent sur les catalogues excellent nouvelle concernant les promos bravo pour l'anticipation des besoins.,positive,2,Marjane,5
Mauvaise application Service incomplet Problème au niveau des guichets.,mauvaise application service incomplet problème au niveau des guichets.,negative,0,BMCE Direct,1
ne prends en charge les coordonnés des Marocains Résidents à l'étranger (MRE).,ne prends en charge les coordonnés des marocains résidents à l'étranger mre .,negative,0,Avito,2
livreur très polie,livreur très polie,positive,2,Glovo,5
bon services la meilleure,bon services la meilleure,positive,2,BMCE Direct,5
Jumia doit revoir ses prix pendant le mois de jeûne.,jumia doit revoir ses prix pendant le mois de jeûne.,positive,2,Jumia,5
Difficile à appliquer,difficile à appliquer,positive,2,Orange Money MA,5
"Je peux pas me connecter à l'application ni par le code SMS ou par le QR code, c'est gênant","je peux pas me connecter à l'application ni par le code sms ou par le qr code, c'est gênant",negative,0,Marjane,2
mauvaise application et risque pour les chauffeurs,mauvaise application et risque pour les chauffeurs,negative,0,inDriver,1
je préfère la marque roch,je préfère la marque roch,positive,2,Jumia,5
les chauffeurs toujours en risque d'agression,les chauffeurs toujours en risque d'agression,negative,0,inDriver,1
il y a des factures trop élevé,il y a des factures trop élevé,positive,2,Jumia,4
"L'application m'affiche si je veux activer les notifs ou non, lorseque je choisis spit oui ou non, l'application m'affixhe qu'il y a une erreur et de réessayer plus tard, et je peux ni consulter mon, solde ni effectuer des opérations !!","l'application m'affiche si je veux activer les notifs ou non, lorseque je choisis spit oui ou non, l'application m'affixhe qu'il y a une erreur et de réessayer plus tard, et je peux ni consulter mon, solde ni effectuer des opérations !",negative,0,CIH Mobile,1
"Service clientèle inexistant,non professionnel et mauvais expérience, il débite votre compte bancaire sans même vous livrer","service clientèle inexistant,non professionnel et mauvais expérience, il débite votre compte bancaire sans même vous livrer",negative,0,Marjane,1
Merci beaucoup pour vos services et surtout la sauvegarde des données personnelles..encore une fois mes remerciements et plein succès.,merci beaucoup pour vos services et surtout la sauvegarde des données personnelles.encore une fois mes remerciements et plein succès.,positive,2,CIH Mobile,5
"​En tant que client fidèle, je tiens à vous faire part de mon profond mécontentement face aux difficultés techniques que je rencontre actuellement avec votre application. ​Depuis quelques jours, l'accès à mon compte est bloqué par un message m'imposant une mise à jour. Bien que j'aie tenté de la réinstaller via le Play Store après avoir supprimé l'ancienne version, un message d'avertissement m'indique désormais que mon téléphone n'est plus compatible avec cette nouvelle version.","en tant que client fidèle, je tiens à vous faire part de mon profond mécontentement face aux difficultés techniques que je rencontre actuellement avec votre application. depuis quelques jours, l'accès à mon compte est bloqué par un message m'imposant une mise à jour. bien que j'aie tenté de la réinstaller via le play store après avoir supprimé l'ancienne version, un message d'avertissement m'indique désormais que mon téléphone n'est plus compatible avec cette nouvelle version.",negative,0,Attijari Mobile,1
La carte fidélité est valide à Marrakech. Ça n'aurait pas dû être lancée avant la généralisation à tous les magasins Marjane du Maroc!,la carte fidélité est valide à marrakech. ça n'aurait pas dû être lancée avant la généralisation à tous les magasins marjane du maroc!,negative,0,Marjane,1
Hamza zine eddine lidrissi a un an après avoir été un des meilleurs voeux,hamza zine eddine lidrissi a un an après avoir été un des meilleurs voeux,positive,2,BMCE Direct,5
"pourquoi yassir est reconnu par l'état a la télé et les chauffeurs yassir ne sont pas autorisés a travailler ? car a chaque fois que je prend un yassir a Alger il râle et dis qu'il est clandestin ,et s'il est contrôle par la police il risque une amande très élevé ,avec vous saisi alors svp expliquez moi cette situation?","pourquoi yassir est reconnu par l'état a la télé et les chauffeurs yassir ne sont pas autorisés a travailler ? car a chaque fois que je prend un yassir a alger il râle et dis qu'il est clandestin ,et s'il est contrôle par la police il risque une amande très élevé ,avec vous saisi alors svp expliquez moi cette situation?",negative,0,Yassir,1
lle personnel au niveau de ngaparou est insuffisant .y a toujours le queue beaucoup de perte de temps .ce point doit être amélioré pour la satisfaction des clients .c'est mon coup de gueule .,lle personnel au niveau de ngaparou est insuffisant .y a toujours le queue beaucoup de perte de temps .ce point doit être amélioré pour la satisfaction des clients .c'est mon coup de gueule .,negative,0,Jumia,1
Service rapide et efficace,service rapide et efficace,positive,2,Marjane,5
Le service est momentanément indisponible. Veuillez réessayer ultérieurement,le service est momentanément indisponible. veuillez réessayer ultérieurement,negative,0,CIH Mobile,2
c'est bon application,c'est bon application,positive,2,Attijari Mobile,4
le service incroyable ❤️,le service incroyable,positive,2,Glovo,5
prix tres elevé qualité mordique,prix tres elevé qualité mordique,negative,0,Orange Money MA,1
après la dernière mise à jour. je n'ai plus l'accès à l'application. j'ai contacté le service client sans résultat. il faut trouver une solution au lieu de nous demander de changer le téléphone .,après la dernière mise à jour. je n'ai plus l'accès à l'application. j'ai contacté le service client sans résultat. il faut trouver une solution au lieu de nous demander de changer le téléphone .,negative,0,Attijari Mobile,1
Pas mal pour une consultation. Manque le blocage. Nul pour les agences exemple si vous mettez Fès VN vous obtenez un tas d'agences d'assurances qui n'ont rien à voir avec la vraie agence BMCE qui se trouve juste à proximité de ces agences d'assurances ! Ce serait bien de pouvoir envoyer et imprimer un RIB.,pas mal pour une consultation. manque le blocage. nul pour les agences exemple si vous mettez fès vn vous obtenez un tas d'agences d'assurances qui n'ont rien à voir avec la vraie agence bmce qui se trouve juste à proximité de ces agences d'assurances ! ce serait bien de pouvoir envoyer et imprimer un rib.,neutral,1,BMCE Direct,3
Rapide et efficace,rapide et efficace,positive,2,Yassir,5
jumia y'a pas arnaque dedans merci pour toutes votre service,jumia y'a pas arnaque dedans merci pour toutes votre service,positive,2,Jumia,5
excellent je vous adore indrive,excellent je vous adore indrive,positive,2,inDriver,5
"Super appli, continuez comme ça !","super appli, continuez comme ça !",positive,2,Glovo,5
J'ai passé une commande en ligne et 2 jours plutard aucun envoi.service qui gère l'application pas encore au point.peut être je recommanderais dans quelque années.mais tout de suite je vais désinstaller et arrêter,j'ai passé une commande en ligne et jours plutard aucun envoi.service qui gère l'application pas encore au point.peut être je recommanderais dans quelque années.mais tout de suite je vais désinstaller et arrêter,negative,0,Marjane,1
"beaucoup de blocages sur l'application, la semaine dernière je n'ai passé de commande à cause des problèmes répétitifs, j'apprécie la livraison mais parfois il y a des yaourts ou shampoing cassé et aussi la qualité des légumes et fruits different des fois excellentes et des fois !!!","beaucoup de blocages sur l'application, la semaine dernière je n'ai passé de commande à cause des problèmes répétitifs, j'apprécie la livraison mais parfois il y a des yaourts ou shampoing cassé et aussi la qualité des légumes et fruits different des fois excellentes et des fois !",negative,0,Marjane,1
