application,categorie,note,sentiment,avis,date_avis,likes
Avito,Petites annonces,5,positive,super,2024-12-20 21:31:11,0
Avito,Petites annonces,5,positive,شكرا لكم,2024-12-20 20:40:41,0
Avito,Petites annonces,5,positive,جيد,2024-12-20 20:25:11,0
Avito,Petites annonces,5,positive,bien 👍,2024-12-20 18:36:59,0
Avito,Petites annonces,5,positive,Bon application,2024-12-20 12:16:56,0
Avito,Petites annonces,5,positive,pret,2024-12-19 14:51:01,0
Avito,Petites annonces,5,positive,تطبيق ممتاز بكل صراحة ستبيع فيه كل منتجاتك وبضاعتك بسرعة,2024-12-19 14:15:48,0
Avito,Petites annonces,5,positive,جيد جدا,2024-12-18 20:43:50,0
Avito,Petites annonces,5,positive,merci de choisir aveto,2024-12-18 13:48:00,0
Avito,Petites annonces,5,positive,merci beaucoup avito,2024-12-18 12:11:59,0
Avito,Petites annonces,5,positive,Wawa Wawa Wawa,2024-12-18 10:25:30,0
Avito,Petites annonces,5,positive,je suis satisfait de votre application,2024-12-18 00:17:42,0
Avito,Petites annonces,5,positive,magnifique,2024-12-17 23:19:49,0
Avito,Petites annonces,5,positive,merci avito,2024-12-17 20:39:00,0
Avito,Petites annonces,5,positive,top,2024-12-17 19:00:42,0
Avito,Petites annonces,5,positive,parfait,2024-12-17 14:52:58,0
Avito,Petites annonces,5,positive,parfait,2024-12-16 21:59:58,0
Avito,Petites annonces,5,positive,top,2024-12-16 17:31:23,0
Avito,Petites annonces,5,positive,je souhaiterais vendre ma voiture et merci avito,2024-12-15 21:23:35,0
Avito,Petites annonces,5,positive,ر نار سق,2024-12-15 18:22:33,0
Avito,Petites annonces,5,positive,C la meilleur application d'achat et de vente au maroc,2024-12-15 13:54:28,0
Avito,Petites annonces,5,positive,good 👍,2024-12-15 13:06:41,0
Avito,Petites annonces,5,positive,رائع,2024-12-15 10:54:16,0
Avito,Petites annonces,5,positive,💪💪,2024-12-15 00:48:10,0
Avito,Petites annonces,5,positive,Good,2024-12-14 22:36:49,0
Avito,Petites annonces,5,positive,merci avito,2024-12-14 17:49:39,0
Avito,Petites annonces,5,positive,bien,2024-12-14 12:46:15,0
Avito,Petites annonces,5,positive,super,2024-12-14 10:13:26,0
Avito,Petites annonces,5,positive,merci beaucoup,2024-12-14 09:58:10,0
Avito,Petites annonces,5,positive,excelent,2024-12-14 00:44:13,0
Avito,Petites annonces,5,positive,top,2024-12-13 23:18:58,0
Avito,Petites annonces,5,positive,bon bon aplication,2024-12-13 19:57:21,0
Avito,Petites annonces,5,positive,rapide facile application,2024-12-13 19:35:05,1
Avito,Petites annonces,5,positive,merci avito,2024-12-13 19:33:19,0
Avito,Petites annonces,5,positive,bonne application pour le vente ou l'achat,2024-12-13 14:24:57,1
Avito,Petites annonces,5,positive,Good,2024-12-13 12:52:42,0
Avito,Petites annonces,5,positive,Très bien,2024-12-12 20:45:42,0
Avito,Petites annonces,5,positive,top top,2024-12-12 19:14:33,0
Avito,Petites annonces,5,positive,rapide et efficace,2024-12-12 19:11:32,1
Avito,Petites annonces,5,positive,Excellent site de publication,2024-12-12 18:29:45,0
Avito,Petites annonces,5,positive,ممتاز,2024-12-12 17:42:12,0
Avito,Petites annonces,5,positive,très bon,2024-12-12 16:29:38,0
Avito,Petites annonces,5,positive,ممتاز,2024-12-12 15:02:43,0
Avito,Petites annonces,5,positive,bien jouller,2024-12-12 00:23:03,0
Avito,Petites annonces,5,positive,👍🏻👍🏻👍🏻,2024-12-11 23:40:58,0
Avito,Petites annonces,5,positive,اكتر من رائعة,2024-12-11 23:12:09,0
Avito,Petites annonces,5,positive,👍,2024-12-11 22:03:26,0
Avito,Petites annonces,5,positive,excellent Site,2024-12-11 20:39:09,0
Avito,Petites annonces,5,positive,service de grand qualité,2024-12-11 20:37:33,0
Avito,Petites annonces,5,positive,ممتاز,2024-12-11 17:41:21,0
Avito,Petites annonces,5,positive,incroyable,2024-12-11 11:45:20,0
Avito,Petites annonces,5,positive,مزيك,2024-12-10 21:33:17,0
Avito,Petites annonces,5,positive,good,2024-12-10 20:37:55,0
Avito,Petites annonces,5,positive,رائعة,2024-12-10 15:56:58,0
Avito,Petites annonces,5,positive,Suffisant,2024-12-10 12:35:32,0
Avito,Petites annonces,5,positive,Bien,2024-12-09 23:03:53,0
Avito,Petites annonces,5,positive,nice application,2024-12-09 17:02:35,0
Avito,Petites annonces,5,positive,mercii,2024-12-09 13:49:22,0
Avito,Petites annonces,5,positive,très belle application,2024-12-09 13:11:59,0
Avito,Petites annonces,5,positive,Bon,2024-12-08 19:59:51,0
Avito,Petites annonces,5,positive,bon service,2024-12-08 16:05:33,0
Avito,Petites annonces,5,positive,excellent,2024-12-08 13:09:09,0
Avito,Petites annonces,5,positive,bon courage,2024-12-08 12:05:26,0
Avito,Petites annonces,5,positive,très bon travail,2024-12-08 10:54:37,0
Avito,Petites annonces,5,positive,Excellent,2024-12-08 00:13:54,0
Avito,Petites annonces,5,positive,Bonne chance,2024-12-07 17:10:33,0
Avito,Petites annonces,5,positive,application facile,2024-12-07 15:12:55,0
Avito,Petites annonces,5,positive,👍👍,2024-12-06 18:03:13,0
Avito,Petites annonces,5,positive,♥️♥️♥️,2024-12-05 21:49:26,0
Avito,Petites annonces,5,positive,"bonne application, pratique et rapide.",2024-12-05 21:17:14,2
Avito,Petites annonces,5,positive,🇲🇦👑🤙,2024-12-05 20:40:25,0
Avito,Petites annonces,5,positive,شكرا على المرور,2024-12-05 17:31:04,0
Avito,Petites annonces,5,positive,nice 👍🏼,2024-12-05 15:19:49,0
Avito,Petites annonces,5,positive,Bien,2024-12-05 14:40:40,0
Avito,Petites annonces,5,positive,bon,2024-12-05 13:01:09,0
Avito,Petites annonces,5,positive,top et merci pour la simplicité de l'appli,2024-12-05 02:41:00,12
Avito,Petites annonces,5,positive,top,2024-12-04 21:37:54,0
Avito,Petites annonces,5,positive,bonne application,2024-12-04 16:28:17,0
Avito,Petites annonces,5,positive,C bien d'utiliser avito,2024-12-04 13:54:49,0
Avito,Petites annonces,5,positive,super,2024-12-03 23:33:58,0
Avito,Petites annonces,5,positive,bien,2024-12-03 19:56:06,0
Avito,Petites annonces,5,positive,un site ou tt est organisé,2024-12-03 13:22:50,0
Avito,Petites annonces,5,positive,👍,2024-12-03 10:38:51,0
Avito,Petites annonces,5,positive,Perfect app,2024-12-03 09:05:14,0
Avito,Petites annonces,5,positive,merci beaucoup 😘😘😘,2024-12-02 23:52:17,0
Avito,Petites annonces,5,positive,merci a avito,2024-12-02 19:32:20,0
Avito,Petites annonces,5,positive,Merci Avito,2024-12-02 18:19:44,0
Avito,Petites annonces,5,positive,تطبيق رائع ويسهل عليك طريقة البيع وكذلك تجد به كل ماتبحث عنه,2024-12-02 17:29:43,0
Avito,Petites annonces,5,positive,Bonne,2024-12-02 15:35:27,0
Avito,Petites annonces,5,positive,excellent,2024-12-02 15:10:31,0
Avito,Petites annonces,5,positive,good.,2024-12-02 15:09:52,0
Avito,Petites annonces,5,positive,perfect,2024-12-01 20:39:30,0
Avito,Petites annonces,5,positive,Bon apliquation,2024-12-01 18:46:06,0
Avito,Petites annonces,5,positive,nice,2024-12-01 13:03:58,0
Avito,Petites annonces,5,positive,شكرا,2024-12-01 11:59:07,0
Avito,Petites annonces,5,positive,Bon annonce,2024-12-01 11:51:31,0
Avito,Petites annonces,5,positive,c est excellent,2024-11-30 22:30:51,0
Avito,Petites annonces,5,positive,Très bonne application,2024-11-30 21:23:19,0
Avito,Petites annonces,5,positive,avis super,2024-11-30 20:42:32,0
Avito,Petites annonces,5,positive,très bonne application qui a aidé bcp de gens à faire passer leurs affaires bon continuation,2024-11-30 19:45:02,3
Avito,Petites annonces,5,positive,espace commercial excellent,2024-11-30 16:40:41,1
Avito,Petites annonces,5,positive,pratique,2024-11-30 16:19:31,0
Avito,Petites annonces,5,positive,nice aplk,2024-11-29 23:37:02,0
Avito,Petites annonces,5,positive,merci avito,2024-11-29 20:49:02,0
Avito,Petites annonces,5,positive,Avito est le meilleur site pour vendre ou acheter des objets surtout le matériel d'occasion,2024-11-28 17:13:08,1
Avito,Petites annonces,5,positive,Top,2024-11-28 14:18:43,0
Avito,Petites annonces,5,positive,bne app,2024-11-28 12:20:35,0
Avito,Petites annonces,5,positive,application très utiles et bon service,2024-11-27 21:18:32,1
Avito,Petites annonces,5,positive,شكرا,2024-11-27 20:38:45,0
Avito,Petites annonces,5,positive,Merci AVITO,2024-11-27 18:41:17,0
Avito,Petites annonces,5,positive,parfaite,2024-11-27 14:13:13,0
Avito,Petites annonces,5,positive,très bon choix,2024-11-27 11:01:35,0
Avito,Petites annonces,5,positive,top,2024-11-26 07:27:56,0
Avito,Petites annonces,5,positive,good 👍,2024-11-25 14:42:43,0
Avito,Petites annonces,5,positive,محل شراء النيازك الدارالبيضاء,2024-11-24 23:47:21,0
Avito,Petites annonces,5,positive,bien,2024-11-24 22:51:12,0
Avito,Petites annonces,5,positive,merci avito,2024-11-24 21:49:04,0
Avito,Petites annonces,5,positive,Chokran avito,2024-11-24 21:43:20,0
Avito,Petites annonces,5,positive,ok merci,2024-11-24 19:31:32,0
Avito,Petites annonces,5,positive,Merci pour votre aide 🙏🏼,2024-11-24 13:25:45,0
Avito,Petites annonces,5,positive,très bon apps,2024-11-24 11:50:38,0
Avito,Petites annonces,5,positive,تطبيق ممتاز سهل الاستخدام,2024-11-23 17:13:42,0
Avito,Petites annonces,5,positive,Bravo,2024-11-22 22:07:21,0
Avito,Petites annonces,5,positive,bien,2024-11-22 21:46:21,0
Avito,Petites annonces,5,positive,nice,2024-11-22 21:08:02,0
Avito,Petites annonces,5,positive,top,2024-11-22 18:09:52,0
Avito,Petites annonces,5,positive,Bon,2024-11-22 17:38:17,0
Avito,Petites annonces,5,positive,très bonne application,2024-11-22 15:06:39,0
Avito,Petites annonces,5,positive,excellent,2024-11-21 12:46:22,0
Avito,Petites annonces,5,positive,Bien,2024-11-21 11:41:33,0
Avito,Petites annonces,5,positive,Top de top,2024-11-20 21:09:20,0
Avito,Petites annonces,5,positive,Merci avito,2024-11-20 20:54:27,0
Avito,Petites annonces,5,positive,جيد,2024-11-20 18:20:07,0
Avito,Petites annonces,5,positive,Up,2024-11-19 21:32:46,0
Avito,Petites annonces,5,positive,Tres bien,2024-11-19 19:31:51,0
Avito,Petites annonces,5,positive,qualité,2024-11-19 17:28:00,0
Avito,Petites annonces,5,positive,Excellente,2024-11-19 12:21:48,0
Avito,Petites annonces,5,positive,tres bon application,2024-11-19 02:07:06,0
Avito,Petites annonces,5,positive,toooop,2024-11-18 16:30:19,0
Avito,Petites annonces,5,positive,professionnel,2024-11-18 15:39:03,0
Avito,Petites annonces,5,positive,Prix,2024-11-18 15:07:33,0
Avito,Petites annonces,5,positive,Je cherche une maison a louer Agadir au moyen trois chambres deux douche maintenant,2024-11-18 13:42:04,0
Avito,Petites annonces,5,positive,Excellent platforms. Fiable et éfficace,2024-11-18 13:37:57,1
Avito,Petites annonces,5,positive,أحسن تطبيق للبيع و الشراء,2024-11-18 13:21:04,0
Avito,Petites annonces,5,positive,reste toujours NBR 1,2024-11-18 11:25:42,0
Avito,Petites annonces,5,positive,efficace,2024-11-18 08:00:36,0
Avito,Petites annonces,5,positive,ممتاز,2024-11-17 21:04:39,0
Avito,Petites annonces,5,positive,de4ia be3t fiha 😍,2024-11-17 20:29:55,0
Avito,Petites annonces,5,positive,super,2024-11-17 20:07:08,0
Avito,Petites annonces,5,positive,top,2024-11-17 15:43:44,0
Avito,Petites annonces,5,positive,meilleur site des annonces,2024-11-17 14:12:02,0
Avito,Petites annonces,5,positive,the best plat forme,2024-11-17 13:09:37,0
Avito,Petites annonces,5,positive,très belle,2024-11-17 00:31:48,0
Avito,Petites annonces,5,positive,👍🏻,2024-11-16 11:41:12,0
Avito,Petites annonces,5,positive,Top,2024-11-16 11:14:38,0
Avito,Petites annonces,5,positive,"app très utile, et confiance",2024-11-16 00:53:21,0
Avito,Petites annonces,5,positive,اللهم بارك وزد في ذلك,2024-11-15 23:07:02,0
Avito,Petites annonces,5,positive,c génial,2024-11-15 22:45:17,0
Avito,Petites annonces,5,positive,Top des applications,2024-11-15 22:22:03,0
Avito,Petites annonces,5,positive,Merci infiniment,2024-11-15 13:00:43,0
Avito,Petites annonces,5,positive,merci beaucoup super application,2024-11-14 17:27:04,0
Avito,Petites annonces,5,positive,très bien,2024-11-14 15:18:30,0
Avito,Petites annonces,5,positive,Il y a du progrés sur le site,2024-11-14 09:25:22,0
Avito,Petites annonces,5,positive,Application très utile,2024-11-13 23:11:14,0
Avito,Petites annonces,5,positive,فقط التطبيق الجديد معقد شيئا ما!! شكرا لكم على أي حال,2024-11-13 20:49:55,0
Avito,Petites annonces,5,positive,professionnel,2024-11-13 19:30:44,0
Avito,Petites annonces,5,positive,parfait,2024-11-13 15:39:05,0
Avito,Petites annonces,5,positive,bonne apk,2024-11-13 14:47:43,0
Avito,Petites annonces,5,positive,طوب,2024-11-13 12:47:46,0
Avito,Petites annonces,5,positive,good,2024-11-12 18:52:55,0
Avito,Petites annonces,5,positive,bravo,2024-11-12 11:40:51,0
Avito,Petites annonces,5,positive,ممتاز يقدم مساعدة جيدة شكرا لكم,2024-11-11 22:47:46,0
Avito,Petites annonces,5,positive,très bonne application,2024-11-11 14:29:49,0
Avito,Petites annonces,5,positive,nowe,2024-11-11 11:07:40,0
Avito,Petites annonces,5,positive,جيد,2024-11-10 21:52:39,0
Avito,Petites annonces,5,positive,top appl,2024-11-10 12:31:04,0
Avito,Petites annonces,5,positive,merci beaucoup de votre aide,2024-11-09 22:30:27,0
Avito,Petites annonces,5,positive,service avito impeccable,2024-11-09 21:58:03,0
Avito,Petites annonces,5,positive,Bonne application,2024-11-09 19:42:23,0
Avito,Petites annonces,5,positive,top,2024-11-09 09:49:08,0
Avito,Petites annonces,5,positive,up,2024-11-09 03:22:34,0
Avito,Petites annonces,5,positive,😍😍😍,2024-11-08 22:27:03,0
Avito,Petites annonces,5,positive,"Rien a dire ""chapeau""",2024-11-08 21:46:30,0
Avito,Petites annonces,5,positive,très bonne application,2024-11-08 21:36:13,0
Avito,Petites annonces,5,positive,meilleure aplication au maroc top,2024-11-08 19:41:47,0
Avito,Petites annonces,5,positive,Bonne app,2024-11-08 15:30:51,0
Avito,Petites annonces,5,positive,merci avito,2024-11-08 14:48:15,0
Avito,Petites annonces,5,positive,excellent,2024-11-08 13:55:21,0
Avito,Petites annonces,5,positive,bon service,2024-11-08 13:12:36,0
Avito,Petites annonces,5,positive,good,2024-11-08 12:01:27,0
Avito,Petites annonces,5,positive,application fiable,2024-11-08 05:02:39,0
Avito,Petites annonces,5,positive,Bonne car j' arrive à avoir une vision quasi réel du monde du marché automobile.,2024-11-07 23:56:24,19
Avito,Petites annonces,5,positive,bon service,2024-11-07 20:34:25,0
Avito,Petites annonces,5,positive,موقع ممتاز,2024-11-07 18:06:50,0
Avito,Petites annonces,5,positive,top,2024-11-07 15:26:24,0
Avito,Petites annonces,5,positive,رائع,2024-11-06 23:52:21,0
Avito,Petites annonces,5,positive,nadi,2024-11-06 21:40:32,0
Avito,Petites annonces,5,positive,très bien,2024-11-06 18:45:01,0
Avito,Petites annonces,5,positive,تطبيق جميل,2024-11-06 17:25:58,0
Avito,Petites annonces,5,positive,très utile,2024-11-06 14:59:44,0
Avito,Petites annonces,5,positive,free,2024-11-06 12:59:46,0
Avito,Petites annonces,5,positive,meilleur application,2024-11-05 20:52:18,0
Avito,Petites annonces,5,positive,très bon,2024-11-04 20:50:12,0
Avito,Petites annonces,5,positive,good,2024-11-04 18:13:03,0
Avito,Petites annonces,5,positive,super,2024-11-04 16:53:08,0
Avito,Petites annonces,5,positive,❤️❤️❤️❤️,2024-11-03 19:14:15,0
Avito,Petites annonces,5,positive,زوين,2024-11-03 16:34:23,0
Avito,Petites annonces,5,positive,bone service,2024-11-03 15:24:52,0
Avito,Petites annonces,5,positive,Très bonne application formidable 👍💪,2024-11-03 13:16:05,0
Avito,Petites annonces,5,positive,très outil,2024-11-03 11:38:52,0
Avito,Petites annonces,5,positive,avito rien à dire,2024-11-03 00:36:16,0
Avito,Petites annonces,5,positive,Merci avito,2024-11-02 23:08:47,0
Avito,Petites annonces,5,positive,top,2024-11-02 14:38:48,0
Avito,Petites annonces,5,positive,Kharbach sofya,2024-11-02 12:42:04,0
Avito,Petites annonces,5,positive,waw,2024-11-02 00:17:56,0
Avito,Petites annonces,5,positive,j'aime beaucoup,2024-11-01 21:46:47,0
Avito,Petites annonces,5,positive,Ok,2024-11-01 21:41:06,0
Avito,Petites annonces,5,positive,bien,2024-11-01 21:06:30,0
Avito,Petites annonces,5,positive,اصبح بطيء,2024-11-01 21:02:49,0
Avito,Petites annonces,5,positive,g tjrs confiance en avito,2024-11-01 16:35:41,0
Avito,Petites annonces,5,positive,bon service,2024-11-01 15:43:43,0
Avito,Petites annonces,5,positive,"Enfin les annonces avec livraison ont été supprimés, Merci pour la mise à jour :)",2024-11-01 11:41:00,42
Avito,Petites annonces,5,positive,professionnel,2024-11-01 10:50:09,0
Avito,Petites annonces,5,positive,excellent,2024-11-01 10:06:42,0
Avito,Petites annonces,5,positive,exellent,2024-10-31 18:07:42,0
Avito,Petites annonces,5,positive,bonne application,2024-10-31 17:58:49,0
Avito,Petites annonces,5,positive,top,2024-10-30 20:12:49,0
Avito,Petites annonces,5,positive,très bien,2024-10-30 18:09:51,0
Avito,Petites annonces,5,positive,شكرا,2024-10-30 13:23:30,0
Avito,Petites annonces,5,positive,Jamil,2024-10-30 13:12:35,0
Avito,Petites annonces,5,positive,♥️💯,2024-10-30 12:57:04,0
Avito,Petites annonces,5,positive,Formidable,2024-10-30 10:33:42,0
Avito,Petites annonces,5,positive,excellent service,2024-10-30 00:29:41,0
Avito,Petites annonces,5,positive,good,2024-10-29 11:47:25,0
Avito,Petites annonces,5,positive,parfait,2024-10-29 07:50:46,0
Avito,Petites annonces,5,positive,كود,2024-10-28 18:07:06,0
Avito,Petites annonces,5,positive,رائع,2024-10-28 14:51:10,0
Avito,Petites annonces,5,positive,agréable et pratique,2024-10-28 14:13:52,0
Avito,Petites annonces,5,positive,ممتاز,2024-10-28 14:12:00,0
Avito,Petites annonces,5,positive,utile,2024-10-28 12:32:02,0
Avito,Petites annonces,5,positive,J ai pas trouvé Meknès au ville choisie merci de résoudre le problème et ajoutez d autres cartier,2024-10-28 02:37:35,0
Avito,Petites annonces,5,positive,good 👍,2024-10-27 22:37:31,0
Avito,Petites annonces,5,positive,شكرا جزيلا,2024-10-27 21:50:31,0
Avito,Petites annonces,5,positive,topppp 1,2024-10-27 21:40:23,0
Avito,Petites annonces,5,positive,👍,2024-10-27 21:22:14,0
Avito,Petites annonces,5,positive,موقع رائع,2024-10-27 18:36:04,0
Avito,Petites annonces,5,positive,super,2024-10-27 17:46:33,0
Avito,Petites annonces,5,positive,bien,2024-10-26 20:03:34,0
Avito,Petites annonces,5,positive,super,2024-10-26 16:04:33,0
Avito,Petites annonces,5,positive,chokran,2024-10-26 09:59:21,0
Avito,Petites annonces,5,positive,Merci avito,2024-10-26 07:14:45,0
Avito,Petites annonces,5,positive,bien,2024-10-25 10:45:55,0
Avito,Petites annonces,5,positive,رائع,2024-10-25 10:26:30,0
